ID,Asset,Log
11520,Linux,May 01 21:27:19 jenkins-master systemd-logind[56101]: New session 72 of user admin.
11521,Other,May 21 19:01:51 mail-server tomcat[12694]: User [backup] successfully authenticated via SAML
11522,Database,mysql[56086]: Access granted for user 'readonly'@'192.168.239.107' (using password: YES)
11523,Database,2025-05-15 09:37:50 mail-server mongodb[14856]: Successfully authenticated as principal readonly on admin
11524,WebServer,May 17 02:43:14 jenkins-master nginx[29305]: User 'test' logged in successfully from 100.64.109.212
11525,SSH,2025-05-01 02:08:46 auth-server sshd[34273]: Successful authentication for oracle from 172.16.3.57 port 64030
11526,Database,mongodb[33811]: Successfully authenticated as principal app_user on test
11527,Linux,login[49623]: pam_unix(login:session): session opened for user jennifer by LOGIN(uid=0)
11528,SSH,2025/04/29 01:25:12 k8s-master-01 sshd[37568]: Successful authentication for sysadmin from 10.0.185.64 port 59973
11529,Windows,2025-05-07 00:51:06 web-prod-02 An account was successfully logged on. Subject: Security ID: S-1-5-21-424607-1863 Logon Type: 7
11530,Other,[13/May/2025:06:48:38 +0000] backup-server tomcat[6544]: User [www-data] successfully authenticated via LDAP
11531,SSH,sshd[16630]: User gitlab from 172.18.157.210 authenticated successfully
11532,Other,2025-05-14 14:25:27 k8s-master-01 tomcat[64560]: User [mary] successfully authenticated via local
11533,SSH,2025/05/13 22:38:46 db-master sshd[47531]: User netadmin from 10.0.82.23 authenticated successfully
11534,Windows,2025/05/06 23:47:22 ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-516251-7571 Logon Type: 2
11535,SSH,[04/May/2025:16:06:47 +0000] proxy-02 sshd[9924]: Accepted publickey for zabbix from 203.0.113.217.183 port 44449 ssh2: RSA SHA256:12ddc9cff760
11536,SSH,sshd[29406]: Accepted keyboard-interactive for mysql from 192.168.254.165 port 52377 ssh2: RSA SHA256:3a4b340ca235
11537,Windows,2025-05-24T10:09:36.765572Z file-server Windows Logon: User INTERNAL\web_admin logged on successfully from 10.0.146.130
11538,Other,2025-05-09T19:21:07.765572Z db-slave-01 tomcat[10156]: User [administrator] successfully authenticated via OAuth
11539,Linux,su[41875]: Successful su for guest by nginx
11540,WebServer,2025-04-26 10:40:30 mail-server nginx[37966]: User 'support' logged in successfully from 10.0.152.72
11541,Linux,Apr 26 04:02:49 auth-server sudo: root : TTY=pts/8 ; PWD=/home/root ; USER=john ; COMMAND=/bin/bash
11542,Database,postgres[43801]: LOG:  connection authorized: user=dbadmin database=admin
11543,SSH,sshd[45478]: pam_unix(sshd:session): session opened for user john by (uid=0)
11544,SSH,2025/05/02 05:00:26 app-server-01 sshd[26388]: User jenkins from 100.64.252.15 authenticated successfully
11545,SSH,2025/05/22 14:23:20 loadbalancer sshd[41774]: User guest from 172.16.139.107 authenticated successfully
11546,SSH,2025/05/14 05:11:17 auth-server sshd[47018]: Successful authentication for admin from 172.16.44.195 port 44387
11547,WebServer,2025/05/18 07:09:24 auth-server apache2[39267]: Auth: user david@internal.local : authentication successful
11548,WebServer,apache2[58594]: Auth: user dbadmin@corp.local : authentication successful
11549,SSH,sshd[55179]: Successful authentication for demo from 172.18.118.18 port 60810
11550,Other,[26/Apr/2025:15:17:48 +0000] k8s-worker-02 tomcat[59447]: User [nginx] successfully authenticated via local
11551,Other,tomcat[12525]: User [mary] successfully authenticated via local
11552,Other,mariadb[5579]: User replication connected to database production from 192.168.208.76
11553,Database,May 09 00:40:35 monitoring-01 postgres[14595]: LOG:  connection authorized: user=app_user database=test
11554,SSH,2025-05-04 19:18:49 backup-server sshd[53989]: Accepted keyboard-interactive for gitlab from 198.51.100.229.210 port 46466 ssh2
11555,Windows,2025-05-04 05:14:27 file-server Windows Logon: User INTERNAL\test logged on successfully from 172.18.232.159
11556,Linux,sudo: apache : TTY=pts/3 ; PWD=/home/apache ; USER=root ; COMMAND=/bin/cat /etc/passwd
11557,Application,Special privileges assigned to new logon: User: CORPORATE\deploy Privileges: SeBackupPrivilege
11558,Application,2025-05-18T11:31:51.765572Z proxy-02 tomcat[59025]: Successful login: user=nagios ip=192.168.11.200 session=c4a4762c
11559,Database,2025/05/11 05:54:31 app-server-01 Oracle Audit: LOGON: USER: 'readonly' PRIVILEGE: 'NORMAL' SUCCESS
11560,SSH,2025-05-05 02:41:05 proxy-01 sshd[6177]: Successful authentication for app_user from 10.0.224.244 port 55877
11561,Database,mysql[65341]: Access granted for user 'backup'@'172.17.113.177' (using password: YES)
11562,WebServer,May 14 01:58:39 mail-server apache2[44086]: Auth: user test@DEV : authentication successful
11563,SSH,sshd[9130]: pam_unix(sshd:session): session opened for user dbuser by (uid=0)
11564,Windows,May 06 03:19:15 backup-server An account was successfully logged on. Subject: Security ID: S-1-5-21-555058-9198 Logon Type: 10
11565,SSH,2025-05-02T01:57:14.765572Z web-prod-02 sshd[43349]: Accepted keyboard-interactive for helpdesk from 172.18.98.192 port 57970 ssh2: RSA SHA256:24fdc66eafa0
11566,Other,2025/05/02 02:01:23 loadbalancer tomcat[1662]: User [netadmin] successfully authenticated via LDAP
11567,Database,2025-05-21T20:16:39.765572Z gitlab-runner-01 postgres[2511]: User readonly connected to database test from 172.17.107.24
11568,WebServer,[08/May/2025:19:00:26 +0000] loadbalancer apache2[18961]: Auth: user jennifer@INTERNAL : authentication successful
11569,WebServer,apache2[9676]: Auth: user security@INTERNAL : authentication successful
11570,SSH,2025/05/18 00:17:41 ad-controller-01 sshd[9318]: pam_unix(sshd:session): session opened for user devops by (uid=0)
11571,WebServer,Apr 30 18:02:22 backup-server apache2[48753]: Auth: user deploy@corp.local : authentication successful
11572,Database,2025-05-18T08:27:15.765572Z monitoring-01 postgres[15350]: LOG:  connection authorized: user=backup database=development
11573,Database,mysql[25625]: Access granted for user 'dbadmin'@'192.168.143.205' (using password: YES)
11574,SSH,sshd[61001]: Accepted publickey for operator from 2001:db8::67b port 57758 ssh2: RSA SHA256:23bbb8227399
11575,Database,2025-05-06T00:02:16.765572Z proxy-01 postgres[63248]: User backup connected to database test from 100.64.181.147
11576,Database,2025/05/19 22:07:28 mail-server mysql[36085]: User readonly connected to database master from 172.18.82.60
11577,Other,[09/May/2025:14:06:50 +0000] ldap-master mariadb[31812]: User replication connected to database test from 198.51.100.161.146
11578,SSH,2025-05-21 01:43:58 k8s-master-01 sshd[37723]: pam_unix(sshd:session): session opened for user dbadmin by (uid=0)
11579,Windows,2025-04-29T17:35:23.765572Z jenkins-master An account was successfully logged on. Subject: Security ID: S-1-5-21-228729-3420 Logon Type: 2
11580,Linux,2025/05/21 11:52:23 proxy-02 su[42035]: Successful su for michael by audit
11581,SSH,sshd[17017]: User mysql from 198.51.100.133.119 authenticated successfully
11582,Application,2025/05/17 10:45:54 auth-server Special privileges assigned to new logon: User: WORKGROUP\zabbix Privileges: SeBackupPrivilege
11583,SSH,2025-04-27T01:00:02.765572Z web-prod-01 sshd[30483]: User nginx from 2001:db8::9a8 authenticated successfully
11584,SSH,2025/05/08 08:13:13 vpn-gateway sshd[26028]: Accepted password for zabbix from 100.64.164.153 port 51108 ssh2: RSA SHA256:582cf9f3ac41
11585,SSH,sshd[53874]: pam_unix(sshd:session): session opened for user john by (uid=0)
11586,Linux,2025/04/27 11:44:09 db-slave-01 systemd-logind[17018]: New session 809 of user sarah.
11587,Windows,2025/05/18 23:47:44 ldap-master An account was successfully logged on. Subject: Security ID: S-1-5-21-705881-5275 Logon Type: 3
11588,SSH,2025-05-18T06:59:39.765572Z k8s-master-01 sshd[56292]: Accepted publickey for netadmin from 203.0.113.164.161 port 64426 ssh2
11589,SSH,2025/04/30 08:18:17 jenkins-master sshd[7647]: User system from 100.64.36.249 authenticated successfully
11590,Application,Apr 30 22:40:28 k8s-worker-02 Special privileges assigned to new logon: User: CORPORATE\administrator Privileges: SeRestorePrivilege
11591,Windows,2025-05-06T11:41:54.765572Z web-prod-02 Windows Logon: User INTERNAL\netadmin logged on successfully from 2001:db8::a71
11592,Application,"2025/04/26 13:34:24 jenkins-master [INFO] SecurityManager - Login successful for user: john, IP: 172.17.115.23"
11593,Windows,Apr 29 07:34:35 mail-server Windows Logon: User CORPORATE\operator logged on successfully from 203.0.113.250.178
11594,Other,2025-05-04 21:32:50 jenkins-master tomcat[36008]: User [nagios] successfully authenticated via local
11595,Database,May 19 15:33:02 ldap-master Special privileges assigned to new logon: User: INTERNAL\oracle Privileges: SeDebugPrivilege
11596,Linux,sudo: nagios : TTY=pts/1 ; PWD=/home/nagios ; USER=www-data ; COMMAND=/bin/cat /etc/passwd
11597,Database,2025-04-27 17:59:34 backup-server mysql[29595]: User replication connected to database admin from 203.0.113.37.127
11598,Linux,2025-05-15T02:24:20.765572Z monitoring-01 gdm-password][28699]: pam_unix(gdm-password:session): session opened for user devops by (uid=0)
11599,SSH,May 09 21:57:47 proxy-02 sshd[57214]: User jenkins from 172.16.223.214 authenticated successfully
11600,WebServer,nginx[3624]: User 'sysadmin' logged in successfully from 172.16.170.116
11601,Windows,2025-05-22T12:55:12.765572Z db-slave-01 Logon Type: 10. New Logon: Security ID: S-1-5-21-719191-8994 Account Name: dbadmin Account Domain: CORPORATE
11602,SSH,2025/04/26 02:11:59 k8s-worker-02 sshd[31856]: Accepted publickey for support from 172.18.195.216 port 55396 ssh2
11603,Linux,2025/05/03 18:32:07 backup-server su[37415]: + pts/1 user:demo
11604,SSH,[19/May/2025:10:14:04 +0000] k8s-worker-02 sshd[15168]: Successful authentication for user from 172.17.68.245 port 48798
11605,Linux,2025/05/19 08:12:19 db-slave-01 su[54784]: + pts/1 system:system
11606,WebServer,nginx[16903]: Successful login: user=developer ip=2001:db8::c4d session=835cd1a5
11607,Linux,sudo: pam_unix(sudo:session): session opened for user zabbix by oracle(uid=1430)
11608,Linux,2025/04/29 09:17:22 gitlab-runner-01 login[22062]: pam_unix(login:session): session opened for user john by LOGIN(uid=0)
11609,Application,"2025/05/04 00:56:04 monitoring-01 [INFO] SecurityManager - Login successful for user: demo, IP: 2001:db8::28b"
11610,Other,tomcat[63535]: User [monitoring] successfully authenticated via SAML
11611,Other,mariadb[29522]: User backup connected to database development from 172.17.122.49
11612,Linux,2025-04-30T01:19:44.766572Z db-slave-01 su[49308]: + pts/9 audit:security
11613,SSH,sshd[21215]: pam_unix(sshd:session): session opened for user user by (uid=0)
11614,Other,mariadb[10483]: User app_user connected to database production from 192.168.218.48
11615,Linux,2025-04-30 10:56:24 k8s-worker-02 systemd-logind[52031]: New session 325 of user mary.
11616,Database,postgres[20705]: LOG:  connection authorized: user=dbadmin database=production
11617,Database,Apr 30 22:29:13 backup-server postgres[3446]: LOG:  connection authorized: user=app_user database=test
11618,Linux,2025-05-08T12:01:22.766572Z loadbalancer sudo: demo : TTY=pts/3 ; PWD=/home/demo ; USER=app_user ; COMMAND=/bin/bash
11619,Windows,Logon Type: 2. New Logon: Security ID: S-1-5-21-545309-5306 Account Name: david Account Domain: INTERNAL
11620,Database,[14/May/2025:21:26:37 +0000] monitoring-01 mongodb[62963]: Successfully authenticated as principal replication on master
11621,Other,tomcat[43046]: User [user] successfully authenticated via local
11622,Linux,2025-05-25T17:52:17.766572Z db-master su[19647]: + pts/3 guest:deploy
11623,SSH,sshd[36007]: User developer from 192.168.148.215 authenticated successfully
11624,SSH,sshd[34577]: Accepted password for www-data from 10.0.194.74 port 41169 ssh2: RSA SHA256:66867a9941d6
11625,WebServer,nginx[43576]: Successful login: user=developer ip=203.0.113.178.235 session=93b0f5e1
11626,Database,2025-05-08 21:12:49 app-server-01 postgres[20731]: LOG:  connection authorized: user=app_user database=production
11627,Linux,2025-05-20 19:55:59 loadbalancer sudo: pam_unix(sudo:session): session opened for user apache by administrator(uid=1744)
11628,Linux,2025-05-18 03:44:03 monitoring-01 sudo: pam_unix(sudo:session): session opened for user david by dbadmin(uid=1795)
11629,SSH,[20/May/2025:10:07:39 +0000] proxy-01 sshd[23329]: Successful authentication for demo from 192.168.219.39 port 59185
11630,WebServer,2025-05-16T21:57:02.766572Z k8s-master-01 apache2[63717]: Successful login: user=analyst ip=100.64.130.29 session=cfbbf1ce
11631,SSH,[12/May/2025:11:40:14 +0000] monitoring-01 sshd[24241]: pam_unix(sshd:session): session opened for user service by (uid=0)
11632,SSH,2025-04-27T12:46:23.766572Z gitlab-runner-01 sshd[1683]: Successful authentication for guest from 2001:db8::a05 port 51449
11633,SSH,2025-05-23 23:13:55 db-master sshd[7078]: Accepted password for dbadmin from 100.64.105.89 port 65513 ssh2: RSA SHA256:75c4f2976e44
11634,WebServer,apache2[36045]: Auth: user zabbix@company.com : authentication successful
11635,Application,2025-05-11T05:49:00.766572Z db-slave-01 httpd[34281]: Successful login: user=deploy ip=10.0.201.174 session=ecadc16e
11636,SSH,2025-05-09 19:43:49 mail-server sshd[25864]: Successful authentication for web_admin from 192.168.119.169 port 49974
11637,Application,httpd[3761]: Successful login: user=sysadmin ip=172.18.89.173 session=2fac3b12
11638,Linux,[13/May/2025:08:32:53 +0000] db-slave-01 login[41820]: pam_unix(login:session): session opened for user oracle by LOGIN(uid=0)
11639,SSH,sshd[35175]: Accepted keyboard-interactive for demo from 10.0.235.31 port 61496 ssh2: RSA SHA256:71a27a04571a
11640,Application,2025/04/28 03:57:43 ad-controller-01 httpd[59747]: Successful login: user=developer ip=172.16.215.207 session=e685c2f0
11641,WebServer,May 26 08:27:59 backup-server apache2[36663]: Successful login: user=sysadmin ip=172.18.38.228 session=9640703b
11642,SSH,2025/05/04 18:48:59 k8s-worker-01 sshd[32240]: User user from 2001:db8::b5f authenticated successfully
11643,Linux,2025-05-04T11:28:50.766572Z app-server-01 su[62365]: + pts/3 analyst:jennifer
11644,Database,mongodb[7037]: Successfully authenticated as principal replication on admin
11645,Database,2025-05-26 01:05:28 app-server-01 mysql[36082]: Access granted for user 'backup'@'172.17.167.204' (using password: YES)
11646,SSH,2025-05-10 04:55:52 vpn-gateway sshd[25175]: Accepted keyboard-interactive for guest from 172.18.155.218 port 42582 ssh2: RSA SHA256:ef235f01b403
11647,Application,2025-05-05T03:21:07.766572Z proxy-02 Special privileges assigned to new logon: User: WORKGROUP\git Privileges: SeDebugPrivilege
11648,Application,Special privileges assigned to new logon: User: INTERNAL\netadmin Privileges: SeBackupPrivilege
11649,Database,May 12 08:46:17 app-server-01 mysql[43823]: Access granted for user 'dbadmin'@'100.64.197.137' (using password: YES)
11650,Other,tomcat[42704]: User [user] successfully authenticated via local
11651,SSH,sshd[20906]: Accepted password for root from 100.64.134.216 port 45026 ssh2: RSA SHA256:1c05eda378ed
11652,Windows,Logon Type: 3. New Logon: Security ID: S-1-5-21-345301-4507 Account Name: mysql Account Domain: INTERNAL
11653,Linux,[10/May/2025:21:56:51 +0000] proxy-01 sudo: pam_unix(sudo:session): session opened for user postgres by sarah(uid=1489)
11654,Database,2025-05-09 06:47:51 k8s-worker-02 httpd[25037]: Successful login: user=oracle ip=172.17.41.140 session=5a3af679
11655,Windows,[18/May/2025:16:58:23 +0000] proxy-02 Logon Type: 7. New Logon: Security ID: S-1-5-21-193531-1127 Account Name: demo Account Domain: INTERNAL
11656,Windows,2025-05-24 04:15:11 proxy-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-583456-9444 Logon Type: 7
11657,Linux,2025/05/12 06:04:48 gitlab-runner-01 su[32036]: + pts/9 developer:admin
11658,Database,2025-05-15T09:28:39.766572Z ldap-master postgres[28007]: LOG:  connection authorized: user=app_user database=admin
